Supercharger	Street Address	City	State	Zip	Country	Stalls	kW	GPS	Elev(m)	Status	Open Date	Links
Polaris, OH	1177 Polaris Pkwy	Columbus	OH	43240	USA	10	150	40.141056, -82.988972	281	OPEN	2019-06-22	gmap | forum | tesla
Mt Airy, NC	2905 Rockford St	Mt Airy	NC	27030	USA	8	150	36.458847, -80.636683	313	OPEN	2019-06-22	gmap | forum | tesla
East Brunswick - State Route 18, NJ	755 State Route 18	East Brunswick	NJ	08816	USA	16	145	40.424107, -74.380069	46	OPEN	2019-06-21	gmap | forum | tesla
Vallejo, CA	904 Admiral Callaghan Ln	Vallejo	CA	94591	USA	14	150	38.131215, -122.223369	30	OPEN	2019-06-21	gmap | forum | tesla
Palm Springs, CA	N Museum Dr at N Belardo Rd	Palm Springs	CA	92262	USA	11	72	33.824931, -116.548824	143	OPEN	2019-06-19	gmap | forum | tesla
Chico, CA	1951 E 20th St	Chico	CA	95928	USA	14	150	39.726633, -121.802538	70	OPEN	2019-06-19	gmap | forum | tesla
Robbinsdale, MN	3435 W Broadway Ave	Robbinsdale	MN	55422	USA	8	150	45.018928, -93.32583	265	OPEN	2019-06-18	gmap | forum | tesla
Glendale - Cooper Ave, NY	8000 Cooper Ave	Glendale	NY	11385	USA	10	72	40.707962, -73.867167	23	OPEN	2019-06-17	gmap | forum | tesla
Brooklyn - Atlantic Ave, NY	625 Atlantic Ave	Brooklyn	NY	11217	USA	12	72	40.683738, -73.974953	17	OPEN	2019-06-16	gmap | forum | tesla
Evergreen Park, IL	9200 S Western Ave	Evergreen Park	IL	60805	USA	10	150	41.725315, -87.683693	201	OPEN	2019-06-16	gmap | forum | tesla
Ossining, NY	214 South Highland Ave	Ossining	NY	10510	USA	12	150	41.144011, -73.861472	21	OPEN	2019-06-14	gmap | forum | tesla
Yorktown Heights, NY	3303 Crompond Rd	Yorktown Heights	NY	10598	USA	12	120	41.29053, -73.832532	94	OPEN	2019-06-13	gmap | forum | tesla
Malibu - Whole Foods and the Park, CA	23401 Civic Center Way	Malibu	CA	90265	USA	5	72	34.037043, -118.685809	5	OPEN	2019-06-13	gmap | forum | tesla
Olathe, KS	18101 W 119th St	Olathe	KS	66061	USA	8	150	38.912194, -94.795583	309	OPEN	2019-06-11	gmap | forum | tesla
Wall, SD	407 Main St	Wall	SD	57790	USA	8	150	43.994145, -102.24214	859	OPEN	2019-06-05	gmap | forum | tesla
Mission, KS	6655 Martway St	Mission	KS	66202	USA	8	72	39.02, -94.661182	301	OPEN	2019-06-02	gmap | forum | tesla
Kill Devil Hills, NC	2012 S Croatan Hwy	Kill Devil Hills	NC	27948	USA	8	150	35.993328, -75.651124	4	OPEN	2019-05-30	gmap | forum | tesla
Philadelphia - City Center, PA	1118 Market St	Philadelphia	PA	19107	USA	6	72	39.951276, -75.158667	14	OPEN	2019-05-26	gmap | forum | tesla
Las Vegas - Alta Drive, NV	Tivoli Village, 330 S Rampart Blvd	Las Vegas	NV	89145	USA	2	150	36.168474, -115.286829	819	OPEN	2019-05-25	gmap | forum
Las Vegas - Tivoli Village, NV	400 S Rampart Blvd	Las Vegas	NV	89145	USA	6	72	36.168897, -115.286579	820	OPEN	2019-05-24	gmap | forum | tesla
Big Sur, CA	48123 Highway 1	Big Sur	CA	93920	USA	8	72	36.226876, -121.761506	324	OPEN	2019-05-24	gmap | forum | tesla
Barnegat, NJ	945 W Bay Ave	Barnegat	NJ	08005	USA	8	150	39.759418, -74.253461	37	OPEN	2019-05-23	gmap | forum | tesla
San Francisco - Letterman Drive, CA	Truby St	San Francisco	CA	94129	USA	6	72	37.798513, -122.449846	19	OPEN	2019-05-23	gmap | forum | tesla
Celebration, FL	6240 W. Irlo Bronson Memorial Hwy	Kissimmee	FL	34747	USA	8	150	28.331356, -81.532453	29	OPEN	2019-05-21	gmap | forum | tesla
Clare, MI	604 North McEwan	Clare	MI	48617	USA	8	150	43.820359, -84.76675	255	OPEN	2019-05-19	gmap | forum | tesla
San Diego - Del Mar Heights Rd, CA	Del Mar Heights Rd	San Diego	CA	92130	USA	18	72	32.952645, -117.235974	67	OPEN	2019-05-19	gmap | forum | tesla
San Jose - Blossom Hill Rd, CA	1375 Blossom Hill Rd	San Jose	CA	95118	USA	18	72	37.244638, -121.891141	68	OPEN	2019-05-17	gmap | forum | tesla
Anaheim - Santa Ana Canyon Rd, CA	8148 E Santa Ana Canyon Rd	Anaheim	CA	92808	USA	14	72	33.866724, -117.747373	135	OPEN	2019-05-15	gmap | forum | tesla
St. Charles - Beale St, MO	1650 Beale St	St. Charles	MO	63303	USA	12	72	38.765655, -90.493552	156	OPEN	2019-05-15	gmap | forum | tesla
Fairfield - Holiday Lane, CA	1350 Holiday Ln	Fairfield	CA	94534	USA	12	150	38.256667, -122.065139	12	OPEN	2019-05-11	gmap | forum | tesla
Zionsville, IN	6650 Whitestown Pkwy	Zionsville	IN	46077	USA	10	120	39.950563, -86.343779	283	OPEN	2019-05-10	gmap | forum | tesla
Rohnert Park, CA	475 Rohnert Park Expy W	Rohnert Park	CA	94928	USA	12	150	38.3475, -122.720944	30	OPEN	2019-05-09	gmap | forum | tesla
Miami - Mary Brickell Village, FL	71 SW 10th St	Miami	FL	33130	USA	4	63	25.764706, -80.194629	1	OPEN	2019-05-05	gmap | forum | tesla
Pleasanton, CA	6000 Johnson Dr	Pleasanton	CA	94588	USA	10	72	37.700508, -121.908364	100	OPEN	2019-05-01	gmap | forum | tesla
Boston - Richard B. Ross Way, MA	1341 Boylston St	Boston	MA	02215	USA	8	72	42.344691, -71.099322	4	OPEN	2019-04-28	gmap | forum | tesla
Marlton, NJ	500 Route 73 South	Marlton	NJ	08053	USA	12	120	39.878055, -74.918765	29	OPEN	2019-04-26	gmap | forum | tesla
Arlington, VA	2800 Clarendon Blvd	Arlington	VA	22201	USA	18	72	38.887481, -77.092956	77	OPEN	2019-04-19	gmap | forum | tesla
Gainesville, FL	3217 SW 35th Blvd	Gainesville	FL	32608	USA	10	150	29.624756, -82.376597	23	OPEN	2019-04-17	gmap | forum | tesla
Bronx - Bay Plaza, NY	270 Baychester Ave	Bronx	NY	10475	USA	12	72	40.86368, -73.82916	4	OPEN	2019-04-11	gmap | forum | tesla
San Ramon - Diablo Plaza, CA	2415 San Ramon Valley Blvd	San Ramon	CA	94583	USA	20	72	37.774766, -121.979789	153	OPEN	2019-04-05	gmap | forum | tesla
Corona, CA	2615 Tuscany St	Corona	CA	92881	USA	14	72	33.826338, -117.515411	258	OPEN	2019-03-30	gmap | forum | tesla
Fontana, CA	15234 Summit Ave	Fontana	CA	92336	USA	24	72	34.151177, -117.471412	480	OPEN	2019-03-30	gmap | forum | tesla
Annapolis, MD	217 Harker Place	Annapolis	MD	21401	USA	8	150	38.980071, -76.540498	21	OPEN	2019-03-22	gmap | forum | tesla
Indianapolis - Capitol Avenue, IN	109 S Capitol Ave	Indianapolis	IN	46225	USA	12	72	39.765443, -86.161222	217	OPEN	2019-03-20	gmap | forum | tesla
Antioch, CA	5769 Lone Tree Way	Antioch	CA	94531	USA	10	150	37.963695, -121.737262	34	OPEN	2019-03-20	gmap | forum | tesla
Los Angeles - Francisco St, CA	899 South Francisco St	Los Angeles	CA	90015	USA	10	72	34.047424, -118.264589	77	OPEN	2019-03-07	gmap | forum | tesla
Parkersburg, WV	1102 7th St	Parkersburg	WV	26101	USA	6	120	39.2633181, -81.5446371	198	OPEN	2019-03-06	gmap | forum | tesla
Parsippany, NJ	350 New Rd	Parsippany	NJ	07054	USA	8	150	40.850095, -74.350835	55	OPEN	2019-03-06	gmap | forum | tesla
Rockaway, NJ	395 Mt Hope Ave	Rockaway	NJ	07866	USA	12	120	40.908225, -74.557405	214	OPEN	2019-03-02	gmap | forum | tesla
Santa Monica - Santa Monica Place, CA	395 Santa Monica Place	Santa Monica	CA	90401	USA	10	72	34.013087, -118.493843	20	OPEN	2019-02-20	gmap | forum | tesla
Orlando - N Alafaya Trail, FL	435 N Alafaya Trail	Orlando	FL	32828	USA	14	120	28.555278, -81.198944	26	OPEN	2019-02-19	gmap | forum | tesla
Altoona, IA	1430 1st Ave N	Altoona	IA	50009	USA	6	150	41.663503, -93.465484	291	OPEN	2019-02-17	gmap | forum | tesla
National Harbor - Potomac Passage, MD	150 Potomac Passage	National Harbor	MD	20745	USA	12	72	38.785335, -77.014771	11	OPEN	2019-02-16	gmap | forum | tesla
Scottsdale - N Kierland Blvd, AZ	15205 N Kierland Blvd	Scottsdale	AZ	85254	USA	8	72	33.623205, -111.930338	445	OPEN	2019-02-16	gmap | forum | tesla
Kearny, NJ	200 Harrison Ave	Kearny	NJ	07032	USA	8	120	40.749156, -74.136392	3	OPEN	2019-02-16	gmap | forum | tesla
Columbus, OH	70 E Goodale St	Columbus	OH	43215	USA	10	72	39.974472, -83.00092	230	OPEN	2019-02-15	gmap | forum | tesla
Riverview, FL	10665 Big Bend	Riverview	FL	33579	USA	10	120	27.7915, -82.332833	19	OPEN	2019-02-14	gmap | forum | tesla
Corte Madera, CA	1618 Redwood Hwy	Corte Madera	CA	94925	USA	10	72	37.928278, -122.514823	3	OPEN	2019-02-12	gmap | forum | tesla
Roscoe, NY	1908 Old Rte 17	Roscoe	NY	12776	USA	8	150	41.93056, -74.908742	393	OPEN	2019-02-12	gmap | forum | tesla
Yuba City, CA	1475 Tharp Rd	Yuba City	CA	95993	USA	10	150	39.147833, -121.647861	17	OPEN	2019-02-05	gmap | forum | tesla
San Jose - Santana Row, CA	330 Winchester Blvd	San Jose	CA	95128	USA	26	72	37.322234, -121.949226	41	OPEN	2019-02-02	gmap | forum | tesla
San Jose - Santana Row (Valet), CA	330 Winchester Blvd	San Jose	CA	95128	USA	10	72	37.321459, -121.948969	41	OPEN	2019-02-02	gmap | forum | tesla
San Diego - Friars Road, CA	7007 Friars Rd	San Diego	CA	92108	USA	24	72	32.769144, -117.166271	11	OPEN	2019-02-01	gmap | forum | tesla
Salamanca, NY	777 Seneca Allegany Blvd	Salamanca	NY	14779	USA	8	120	42.153067, -78.747726	429	OPEN	2019-01-31	gmap | forum | tesla
Staunton, VA	1250 Richmond Ave #302	Staunton	VA	24402	USA	8	120	38.1334859, -79.0434692	441	OPEN	2019-01-31	gmap | forum | tesla
Hudson, MA	2 Highland Common E	Hudson	MA	01749	USA	8	120	42.395775, -71.594724	122	OPEN	2019-01-29	gmap | forum | tesla
Mashpee, MA	38 Nathan Ellis Hwy	Mashpee	MA	02649	USA	10	120	41.6175, -70.488528	13	OPEN	2019-01-18	gmap | forum | tesla
San Diego - Camino Del Sur, CA	17170 Camino Del Sur	San Diego	CA	92127	USA	12	72	33.020052, -117.126278	164	OPEN	2019-01-12	gmap | forum | tesla
Paulsboro, NJ	51 Berkley Rd	Paulsboro	NJ	08066	USA	8	150	39.822355, -75.240447	5	OPEN	2019-01-12	gmap | forum | tesla
Dover, DE	2800 N Dupont Hwy	Dover	DE	19901	USA	8	120	39.19477, -75.54729	13	OPEN	2019-01-12	gmap | forum | tesla
Shelby, IA	12 East St	Shelby	IA	51570	USA	8	150	41.500575, -95.451663	405	OPEN	2019-01-08	gmap | forum | tesla
Altoona, PA	1915 Pleasant Valley Blvd	Altoona	PA	16602	USA	8	120	40.499647, -78.391352	338	OPEN	2018-12-31	gmap | forum | tesla
Payson, AZ	201 North Beeline Hwy	Payson	AZ	85541	USA	12	150	34.242065, -111.322538	1514	OPEN	2018-12-29	gmap | forum | tesla
Walker, MI	2988 Walker Ave NW	Walker	MI	49544	USA	4	150	43.018501, -85.723629	228	OPEN	2018-12-24	gmap | forum | tesla
Macon - Tom Hill Sr Rd, GA	265 Tom Hill Sr Rd	Macon	GA	31210	USA	10	150	32.897259, -83.689432	113	OPEN	2018-12-23	gmap | forum | tesla
Cincinnati - Marburg Ave, OH	4825 Marburg Ave	Cincinnati	OH	45209	USA	10	120	39.162833, -84.426528	183	OPEN	2018-12-23	gmap | forum | tesla
Westminster, CA	1025 Westminster Mall	Westminster	CA	92683	USA	24	72	33.745288, -118.012279	8	OPEN	2018-12-22	gmap | forum | tesla
San Jose - Cherry Avenue, CA	5160 Cherry Ave	San Jose	CA	95118	USA	24	72	37.258506, -121.871476	56	OPEN	2018-12-22	gmap | forum | tesla
Philadelphia - North 20th St, PA	420 N 20th St	Philadelphia	PA	19130	USA	10	72	39.962023, -75.172049	17	OPEN	2018-12-21	gmap | forum | tesla
West Palm Beach - Garden Road, FL	7289 Garden Rd	West Palm Beach	FL	33404	USA	8	120	26.782582, -80.092328	4	OPEN	2018-12-21	gmap | forum | tesla
Jacksonville - County Road, FL	2220 County Road 210 W	St. Johns	FL	32259	USA	10	120	30.060278, -81.513861	9	OPEN	2018-12-20	gmap | forum | tesla
Haymarket, VA	15315 Washington St	Haymarket	VA	20169	USA	8	120	38.815129, -77.642614	112	OPEN	2018-12-19	gmap | forum | tesla
Waterbury, CT	160 Kukas Ln	Waterbury	CT	06705	USA	8	120	41.53713, -73.005368	122	OPEN	2018-12-19	gmap | forum | tesla
Richmond, TX	20500 Southwest Fwy	Richmond	TX	77469	USA	8	150	29.561504, -95.695242	23	OPEN	2018-12-17	gmap | forum | tesla
Alameda, CA	523 South Shore Center	Alameda	CA	94501	USA	12	150	37.756265, -122.249306	3	OPEN	2018-12-16	gmap | forum | tesla
Augusta - Belair Frontage Rd, GA	4329 Belair Frontage Rd	Augusta	GA	30909	USA	10	150	33.481235, -82.129967	152	OPEN	2018-12-15	gmap | forum | tesla
Cle Elum, WA	811 WA-970 #6, Cle Elum, WA	Cle Elum	WA	98922	USA	12	150	47.188802, -120.903135	572	OPEN	2018-12-08	gmap | forum | tesla
Bethany, MO	3807 Miller St	Bethany	MO	64424	USA	6	150	40.265916, -94.015705	309	OPEN	2018-12-07	gmap | forum | tesla
Manhattan Beach, CA	3200 N Sepulveda Blvd	Manhattan Beach	CA	90266	USA	12	72	33.901472, -118.393833	37	OPEN	2018-12-06	gmap | forum | tesla
Livermore, CA	2774 Livermore Outlets Dr	Livermore	CA	94551	USA	20	72	37.700349, -121.841063	110	OPEN	2018-11-22	gmap | forum | tesla
St. Joseph, MO	201 N Belt Hwy	St. Joseph	MO	64506	USA	8	150	39.768966, -94.801118	305	OPEN	2018-11-20	gmap | forum | tesla
Milpitas, CA	901 East Calaveras Blvd	Milpitas	CA	95035	USA	16	150	37.434536, -121.891387	10	OPEN	2018-11-16	gmap | forum | tesla
Fort Worth - Whitmore St, TX	2616 Whitmore St	Fort Worth	TX	76107	USA	16	72	32.758293, -97.353585	163	OPEN	2018-11-12	gmap | forum | tesla
Rosemont, IL	5220 Fashion Outlets Way	Rosemont	IL	60018	USA	10	72	41.975091, -87.866501	194	OPEN	2018-11-06	gmap | forum | tesla
Buford, GA	1705 Mall of Georgia Blvd	Buford	GA	30519	USA	10	150	34.061572, -83.994606	327	OPEN	2018-11-06	gmap | forum | tesla
Baltimore - McHenry Row, MD	1641 Whetstone Way	Baltimore	MD	21230	USA	8	72	39.268454, -76.59925	6	OPEN	2018-10-25	gmap | forum | tesla
Issaquah, WA	6100 E Lake Sammamish Pkwy SE	Issaquah	WA	98029	USA	8	72	47.548026, -122.040026	23	OPEN	2018-10-20	gmap | forum | tesla
Pecos, TX	N Frontage St	Pecos	TX	79772	USA	8	150	31.400223, -103.486931	786	OPEN	2018-10-15	gmap | forum | tesla
Fort Stockton, TX	2571 N Front St	Fort Stockton	TX	79735	USA	8	150	30.905492, -102.88453	901	OPEN	2018-10-15	gmap | forum | tesla
Pembroke Pines, FL	14916 Pines Blvd	Pembroke Pines	FL	33027	USA	16	150	26.006948, -80.348953	1	OPEN	2018-10-12	gmap | forum | tesla
Daly City, CA	1 Serramonte Center	Daly City	CA	94015	USA	40	72	37.673998, -122.472257	89	OPEN	2018-10-05	gmap | forum | tesla
Queens - Queens Center, NY	90-15 Queens Blvd	Queens	NY	11373	USA	10	72	40.735082, -73.87067	8	OPEN	2018-10-03	gmap | forum | tesla
Brooklyn - Brooklyn Museum, NY	878 Washington Ave	Brooklyn	NY	11225	USA	10	72	40.670085, -73.962826	45	OPEN	2018-09-29	gmap | forum | tesla
Carlsbad, CA	7710 El Camino Real	Carlsbad	CA	92009	USA	26	72	33.084189, -117.266384	25	OPEN	2018-09-28	gmap | forum | tesla
Los Gatos, CA	192 Saratoga Los Gatos Rd	Los Gatos	CA	95030	USA	12	72	37.229926, -121.979384	116	OPEN	2018-09-24	gmap | forum | tesla
Dublin, OH	6175 Sawmill Rd	Dublin	OH	43017	USA	8	150	40.0930008, -83.0936558	277	OPEN	2018-09-16	gmap | forum | tesla
Atlanta - Peachtree Road, GA	3393 Peachtree Rd	Atlanta	GA	30326	USA	5	72	33.848756, -84.36434	299	OPEN	2018-09-01	gmap | forum | tesla
San Jose - Coleman Ave, CA	533 Coleman Ave	San Jose	CA	95110	USA	12	150	37.339661, -121.905085	24	OPEN	2018-09-01	gmap | forum | tesla
San Ramon, CA	2610 Bishop Dr	San Ramon	CA	94583	USA	10	150	37.76292, -121.963662	140	OPEN	2018-08-30	gmap | forum | tesla
Jacksonville - Gate Parkway, FL	4866 Gate Pkwy	Jacksonville	FL	32466	USA	8		30.254019, -81.536459	12	OPEN	2018-08-29	gmap | forum | tesla
Atlanta - Lenox Road, GA	3393 Peachtree Rd NE	Atlanta	GA	30326	USA	16	72	33.846445, -84.360194	291	OPEN	2018-08-24	gmap | forum | tesla
Houston - Northwest Fwy, TX	14620 Northwest Fwy	Houston	TX	77040	USA	8	150	29.867259, -95.538125	29	OPEN	2018-08-18	gmap | forum | tesla
Sacramento - Arden Way, CA	1689 Arden Way	Sacramento	CA	95815	USA	20	72	38.603327, -121.42853	10	OPEN	2018-08-11	gmap | forum | tesla
Islandia, NY	1750 Veterans Hwy	Islandia	NY	11749	USA	10	150	40.805079, -73.180528	22	OPEN	2018-08-11	gmap | forum | tesla
Thousand Oaks - West Hillcrest Drive, CA	350 West Hillcrest Dr	Thousand Oaks	CA	91360	USA	20	72	34.18445, -118.890747	202	OPEN	2018-08-05	gmap | forum | tesla
Chicago - North Halsted, IL	1457 N Halsted St	Chicago	IL	60642	USA	10	72	41.908043, -87.647839	181	OPEN	2018-08-02	gmap | forum | tesla
Tampa - West Swann Ave, FL	2100 West Swann Ave	Tampa	FL	33606	USA	10	120	27.937057, -82.481113	6	OPEN	2018-08-01	gmap | forum | tesla
York, PA	160 Leader Heights Rd	York	PA	17403	USA	8	120	39.9102501, -76.7015182	220	OPEN	2018-08-01	gmap | forum | tesla
Leavenworth, WA	1329 US-2	Leavenworth	WA	98826	USA	16	150	47.598608, -120.655636	353	OPEN	2018-07-28	gmap | forum | tesla
New York - 59 Allen Street, NY	59 Allen St	Lower Manhattan	NY	95123	USA	4	72	40.717153, -73.991869	12	OPEN	2018-07-25	gmap | forum | tesla
Alpharetta (SC), GA	1400 Upper Hembree Rd	Roswell	GA	30076	USA	2	72	34.067199, -84.318835	340	OPEN	2018-07-21	gmap | forum | tesla
North Brunswick, NJ	301 Grand Ave	North Brunswick	NJ	08902	USA	10	150	40.439373, -74.504769	35	OPEN	2018-07-20	gmap | forum | tesla
Sandusky, OH	4702 Milan Rd	Sandusky	OH	44870	USA	10	150	41.410173, -82.662914	185	OPEN	2018-07-03	gmap | forum | tesla
Aspen, CO	38750 Highway 82	Aspen	CO	81611-2506	USA	8	72	39.204837, -106.858507	2402	OPEN	2018-07-03	gmap | forum | tesla
Yonkers, NY	Ridge Hill, 1 Ridge Hill Blvd	Yonkers	NY	10710	USA	18	72	40.963462, -73.855127	86	OPEN	2018-07-02	gmap | forum | tesla
Manchester, TN	2224 Hillsboro Blvd	Manchester	TN	37355	USA	10	150	35.458583, -86.057316	327	OPEN	2018-07-02	gmap | forum | tesla
San Carlos, CA	1127 Industrial Rd	San Carlos	CA	94070	USA	19	72	37.502912, -122.245569	3	OPEN	2018-07-02	gmap | forum | tesla
East Palo Alto, CA	1775 E Bayshore Rd	East Palo Alto	CA	94303	USA	20	72	37.459659, -122.137651	6	OPEN	2018-07-02	gmap | forum | tesla
Fort Myers - Dani Drive, FL	9357 6 Mile Cypress Pkwy	Fort Myers	FL	33966	USA	14	150	26.608585, -81.809444	7	OPEN	2018-07-02	gmap | forum | tesla
Delray Beach, FL	Delray Marketplace, 14851 Lyons Rd	Delray Beach	FL	33446	USA	18	120	26.455815, -80.190072	6	OPEN	2018-07-01	gmap | forum | tesla
Mansfield, MA	280 School St	Mansfield	MA	02048	USA	8	150	42.013729, -71.231754	45	OPEN	2018-06-30	gmap | forum | tesla
Downey - Stonewood St, CA	251 Stonewood St	Downey	CA	90241	USA	12	72	33.934643, -118.12117	35	OPEN	2018-06-30	gmap | forum | tesla
Framingham, MA	1 Worcester Rd	Framingham	MA	01701	USA	12	120	42.303637, -71.394171	51	OPEN	2018-06-29	gmap | forum | tesla
Plainview, NY	1528 Old Country Rd	Plainview	NY	11803	USA	6	120	40.779989, -73.450258	52	OPEN	2018-06-29	gmap | forum | tesla
Kennebunk - Southbound, ME	I-95 Service Plaza	Kennebunk	ME	04043	USA	8	150	43.410693, -70.560923	33	OPEN	2018-06-29	gmap | forum | tesla
San Diego - A Street, CA	1350 6th Ave	San Diego	CA	92101	USA	16	72	32.719384, -117.159567	28	OPEN	2018-06-27	gmap | forum | tesla
Henderson, NV	2820 S Boulder Hwy	Henderson	NV	89002	USA	12	150	35.97141, -114.911332	694	OPEN	2018-06-23	gmap | forum | tesla
Mehlville, MO	18 S County Center Way	Mehlville	MO	63129	USA	10	150	38.508172, -90.331113	179	OPEN	2018-06-23	gmap | forum | tesla
Miami - NE 41st Street, FL	90 NE 41st St	Miami	FL	33137	USA	14	72	25.813933, -80.194551	4	OPEN	2018-06-23	gmap | forum | tesla
Gaylord, MI	250 Meijer Dr	Gaylord	MI	49735	USA	10	150	45.025577, -84.722201	398	OPEN	2018-06-21	gmap | forum | tesla
Springfield, VA	6500 Springfield Mall	Springfield	VA	22150	USA	18	150	38.774412, -77.177566	72	OPEN	2018-06-21	gmap | forum | tesla
Carmel, IN	1426 W Carmel Dr	Carmel	IN	46032	USA	10	150	39.97193, -86.152619	262	OPEN	2018-06-21	gmap | forum | tesla
Wallace, NC	River Village Place	Island Creek	NC	28466	USA	8	150	34.756276, -77.948019	15	OPEN	2018-06-16	gmap | forum | tesla
Kennebunk - Northbound, ME	Maine Turnpike	Kennebunk	ME	04043	USA	8	150	43.409493, -70.558551	29	OPEN	2018-06-14	gmap | forum | tesla
San Bernardino, CA	400 Inland Center Dr	San Bernardino	CA	92408	USA	14	72	34.08407, -117.299314	304	OPEN	2018-06-08	gmap | forum | tesla
Claymont, DE	691 Naamans Rd	Claymont	DE	19703	USA	8	150	39.817478, -75.457282	33	OPEN	2018-06-06	gmap | forum | tesla
New Rochelle, NY	33 Lecount Place	New Rochelle	NY	10801	USA	8	72	40.912298, -73.780132	36	OPEN	2018-06-04	gmap | forum | tesla
Miami - SW 8th St, FL	701 South Miami Ave	Miami	FL	33130-1946	USA	10	72	25.766875, -80.194524	1	OPEN	2018-06-01	gmap | forum | tesla
Boulder, CO	29th St	Boulder	CO	80301	USA	10	150	40.020306, -105.257028	1611	OPEN	2018-05-30	gmap | forum | tesla
Altamonte Springs, FL	305 East Altamonte Dr	Altamonte Springs	FL	32701	USA	8	120	28.664414, -81.380274	25	OPEN	2018-05-27	gmap | forum | tesla
Wheatland, WY	1556 Sherard Rd	Wheatland	WY	82201	USA	8	150	42.072497, -104.96271	1436	OPEN	2018-05-27	gmap | forum | tesla
Kansas City, MO	8301 N St Clair Ave	Kansas City	MO	64151	USA	8	72	39.24629, -94.644943	315	OPEN	2018-05-26	gmap | forum | tesla
Downey - Lakewood Blvd, CA	9588 Lakewood Blvd	Downey	CA	90240	USA	12	72	33.953335, -118.112914	42	OPEN	2018-05-25	gmap | forum | tesla
Valley Stream, NY	23 Green Acres Rd W	Valley Stream	NY	11851	USA	16	72	40.66402, -73.7251	3	OPEN	2018-05-21	gmap | forum | tesla
Athens, GA	1791 Oconee Connector	Athens	GA	30606	USA	10	150	33.916675, -83.452965	224	OPEN	2018-05-18	gmap | forum | tesla
Aventura, FL	19501 Biscayne Blvd	Aventura	FL	33180	USA	35	72	25.956403, -80.143001	6	OPEN	2018-05-17	gmap | forum | tesla
Estes Park, CO	333 E Wonderview Ave	Estes Park	CO	80517	USA	7	150	40.383833, -105.519783	2337	OPEN	2018-05-15	gmap | forum | tesla
Danbury, CT	7 Backus Ave	Danbury	CT	06810	USA	10	150	41.379222, -73.477689	140	OPEN	2018-05-15	gmap | forum | tesla
Custer, SD	800 Mount Rushmore Rd	Custer	SD	57730	USA	8	150	43.767498, -103.594306	1615	OPEN	2018-05-11	gmap | forum | tesla
Merrillville, IN	611 W Lincoln Hwy	Merrillville	IN	46410	USA	10	150	41.468444, -87.343613	208	OPEN	2018-05-09	gmap | forum | tesla
Hartford, CT	42 Asylum St	Hartford	CT	06103	USA	6	72	41.766116, -72.673977	19	OPEN	2018-05-09	gmap | forum | tesla
Tigard, OR	9585 SW Washington Square Rd	Tigard	OR	97223	USA	10	72	45.451608, -122.782599	71	OPEN	2018-05-07	gmap | forum | tesla
Fairfield, CA	1350 Travis Blvd	Fairfield	CA	94533	USA	12	150	38.26175, -122.0524	10	OPEN	2018-05-06	gmap | forum | tesla
San Luis Obispo, CA	Madonna Inn, 100 Madonna Rd	San Luis Obispo	CA	93405	USA	14	250	35.265182, -120.676288	47	OPEN	2018-05-06	gmap | forum | tesla
Dubuque, IA	Hy-Vee 400 S Locust St	Dubuque	IA	52003	USA	8	150	42.48773, -90.663624	186	OPEN	2018-05-02	gmap | forum | tesla
Tucson - East Skyline Drive, AZ	2905 E Skyline Dr	Tucson	AZ	85718	USA	10	72	32.32555, -110.930936	842	OPEN	2018-04-29	gmap | forum | tesla
Fremont - 39201 Fremont Blvd, CA	39201 Fremont Blvd	Fremont	CA	94538	USA	12	150	37.544506, -121.983822	16	OPEN	2018-04-28	gmap | forum | tesla
New York - E 47th Street, NY	212 East 47th St	New York	NY	10017	USA	4	72	40.753356, -73.971685	12	OPEN	2018-04-24	gmap | forum | tesla
New York - W 75th Street, NY	201 W 75th St	New York	NY	10023-1704	USA	4	72	40.780976, -73.980414	23	OPEN	2018-04-24	gmap | forum | tesla
Sedona, AZ	7000 AZ-179	Sedona	AZ	86351	USA	14	72	34.775559, -111.764099	1232	OPEN	2018-04-23	gmap | forum | tesla
Glenview, IL	1200 N Milwaukee Ave	Glenview	IL	60025	USA	10	72	42.077128, -87.860788	204	OPEN	2018-04-20	gmap | forum | tesla
Dallas - North Central Expressway, TX	9740 North Central Expressway	Dallas	TX	75231	USA	12	72	32.881155, -96.769519	170	OPEN	2018-04-19	gmap | forum | tesla
Southlake, TX	Southlake Town Square	Southlake	TX	76092	USA	10	150	32.943488, -97.133843	199	OPEN	2018-04-19	gmap | forum | tesla
Hadley, MA	25 Russell St	Hadley	MA	01035	USA	12	150	42.338922, -72.611239	36	OPEN	2018-04-17	gmap | forum | tesla
West Cincinnati, OH	6550 Harrison Ave	Dent	OH	45247	USA	12	150	39.193996, -84.65871	218	OPEN	2018-04-14	gmap | forum | tesla
Fredericksburg, VA	10060 Jefferson Davis Highway	Fredericksburg	VA	22407	USA	8		38.225974, -77.506136	49	OPEN	2018-04-12	gmap | forum | tesla
Santa Clarita, CA	23975 Newhall Ranch Rd	Santa Clarita	CA	91355	USA	32	250	34.431041, -118.554319	344	OPEN	2018-04-06	gmap | forum | tesla
Hickory, NC	2191 13th Ave Dr SE	Hickory	NC	28602	USA	8	150	35.706189, -81.294768	296	OPEN	2018-04-04	gmap | forum | tesla
Plano, TX	5725 Legacy Dr	Plano	TX	75024	USA	12	72	33.07868, -96.819506	223	OPEN	2018-03-31	gmap | forum | tesla
